id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,accommodates,bedrooms,beds,bathrooms,room_type_ord,amenity_count,minimum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_superhost,host_identity_verified_f,is_instant_bookable,host_response_rate_f,host_acceptance_rate_f,host_response_time_ord,has_license,has_wifi,has_kitchen,has_ac,has_gym,has_parking,has_pool,has_washer,has_dryer,has_elevator,has_doorman,has_pets_allowed,dist_subway_km,near_subway,subway_lines_500m,nearest_subway_cbd,nearest_subway_ada,dist_lirr_km,lirr_count_1mi,poi_count_500m,poi_count_1km,tourist_poi_500m,crime_count_500m,estimated_occupancy_l365d,estimated_revenue_l365d,boro_Bronx,boro_Brooklyn,boro_Manhattan,boro_Queens,boro_Staten Island,prop_Entire home,prop_Hotel room,prop_Other,prop_Private room,prop_Shared room,price_numeric,log_price
1274691077561855573,40.53547,-74.15135,Eltingville,Staten Island,2,1.0,1.0,1.0,2,11,2,73,17,17,1.62,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1.0,0.97,1.0,1,1,1,1,0,1,0,1,0,0,0,0,1.5095858266028033,0,0,0,0,22.158235353298206,0,4,11,2,8,218,18966.0,False,False,False,False,True,False,False,False,True,False,87.0,4.477336814478207
1279691717688251905,40.757846246937646,-73.98372307027294,Theater District,Manhattan,4,1.0,2.0,1.0,2,25,1,99,0,0,2.4050000000000002,4.83,4.85,4.83,4.91,4.91,4.8,4.73,0,1,1,1.0,0.96,1.0,1,1,0,1,1,1,0,0,1,1,0,1,0.2211534111250343,1,13,1,1,0.7576744896695451,2,200,862,110,2457,0,0.0,False,False,True,False,False,False,True,False,False,False,599.0,6.396929655216146
1279699245295400653,40.76306,-73.9943,Hell's Kitchen,Manhattan,2,1.0,1.0,1.0,2,25,1,156,0,0,2.4050000000000002,4.83,4.85,4.83,4.91,4.91,4.8,4.73,0,1,1,1.0,0.96,1.0,1,1,0,1,1,1,0,0,1,1,0,1,0.7035964480243949,0,0,1,2,1.4203479949166316,1,139,521,64,707,0,0.0,False,False,True,False,False,False,True,False,False,False,503.0,6.222576268071369
1279717291672022825,40.71015,-74.00882,Financial District,Manhattan,6,2.0,2.0,1.0,3,27,3,95,8,8,1.78,4.75,4.75,4.88,4.88,4.75,5.0,4.5,1,1,1,1.0,1.0,1.0,1,1,0,1,0,0,0,1,1,0,0,0,0.06293026128125344,1,12,1,1,3.9171787665841733,0,310,968,144,731,102,43758.0,False,False,True,False,False,True,False,False,False,False,429.0,6.063785208687608
1279747786358341953,40.70851,-74.00871,Financial District,Manhattan,6,2.0,2.0,1.0,3,28,3,84,13,13,2.22,4.92,4.92,4.92,4.85,4.92,4.85,4.92,1,1,1,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,0,0,0,0.19066357219489982,1,12,1,0,3.7797002080018927,0,428,865,211,701,166,77854.0,False,False,True,False,False,True,False,False,False,False,469.0,6.152732694704104
1279759802665836048,40.6685,-73.85126,Howard Beach,Queens,2,1.0,1.0,1.0,3,44,2,329,10,10,1.52,5.0,5.0,4.9,4.9,4.9,5.0,4.9,0,1,1,1.0,1.0,1.0,1,1,1,1,0,1,0,0,1,0,0,0,1.2614083821446527,0,0,0,0,4.503437000385856,0,15,58,8,47,128,18688.0,False,False,False,True,False,True,False,False,False,False,146.0,4.990432586778736
1279846130440111446,40.8099445,-73.93065659999999,Port Morris,Bronx,2,0.0,1.0,1.0,3,43,1,364,3,3,0.26,4.0,4.0,4.33,4.33,3.67,4.0,4.0,0,1,1,0.98,0.99,1.0,1,1,1,1,1,1,0,0,1,1,0,1,0.3709436361583076,1,3,0,0,7.164712945451246,0,76,468,24,2342,38,11438.0,True,False,False,False,False,True,False,False,False,False,301.0,5.71042701737487
1279894814266093381,40.76157,-73.99455,Hell's Kitchen,Manhattan,2,1.0,1.0,1.0,2,25,1,146,0,0,2.4050000000000002,4.83,4.85,4.83,4.91,4.91,4.8,4.73,0,1,1,1.0,0.96,1.0,1,1,0,1,1,1,0,0,1,1,0,1,0.623747068839609,0,0,1,1,1.2573283190721734,1,156,632,71,822,0,0.0,False,False,True,False,False,False,True,False,False,False,539.0,6.29156913955832
1277574482013322658,40.74829,-73.98868,Midtown,Manhattan,6,1.0,3.0,1.0,2,10,1,148,11,11,0.93,4.64,4.91,4.64,4.91,5.0,4.91,4.64,0,1,1,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0.15473974341635477,1,11,1,1,0.42579803394228444,2,255,938,139,2872,141,32994.0,False,False,True,False,False,False,False,False,True,False,234.0,5.459585514144159
1277579374332627051,40.746443859019685,-73.98872626912889,Midtown,Manhattan,4,1.0,2.0,1.0,2,10,1,170,10,10,0.89,4.8,4.7,4.7,4.9,4.5,5.0,4.6,0,1,1,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0.1056612862677201,1,11,1,0,0.5600367999474322,2,265,917,143,1984,128,16768.0,False,False,True,False,False,False,False,False,True,False,131.0,4.882801922586371
1277595699583112534,40.75262,-73.85399,Jackson Heights,Queens,2,1.0,1.0,1.0,2,29,3,47,19,19,3.22,4.37,4.74,4.26,4.79,4.84,4.42,4.37,0,0,1,1.0,0.97,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0.15036814375158652,1,1,0,0,0.8675801685923085,1,14,79,4,252,243,23328.0,False,False,False,True,False,False,False,False,True,False,96.0,4.574710978503383
1277613014804999034,40.7037929,-73.87716710000001,Glendale,Queens,2,1.0,1.0,1.0,2,36,4,356,37,37,3.92,4.95,4.95,4.86,5.0,5.0,4.86,4.92,1,1,0,1.0,0.96,1.0,1,1,1,0,0,1,0,0,1,0,0,0,1.346547253954998,0,0,0,1,3.242730939085874,0,14,38,5,38,255,23205.0,False,False,False,True,False,False,False,False,True,False,91.0,4.5217885770490405
1281410200551469789,40.73189,-73.87362,Elmhurst,Queens,2,1.0,1.0,2.0,2,30,1,147,21,21,8.87,5.0,5.0,5.0,5.0,5.0,4.86,4.95,1,0,0,0.93,0.84,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0.3939168604077126,1,2,0,0,2.784142117786554,0,38,157,9,827,255,33405.0,False,False,False,True,False,False,False,False,True,False,131.0,4.882801922586371
1277634170164164364,40.865231070529106,-73.84722293820218,Pelham Gardens,Bronx,1,1.0,1.0,1.0,2,24,1,364,14,14,2.36,4.64,4.64,4.79,4.71,4.71,4.64,4.5,0,1,0,1.0,0.99,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0.4827565455113915,1,1,0,1,11.724199968439589,0,16,77,2,75,179,18795.0,True,False,False,False,False,False,False,False,True,False,105.0,4.663439094112067
1277646948639349904,40.75265,-73.99352,Hell's Kitchen,Manhattan,2,1.0,1.0,1.0,2,22,1,318,105,105,18.0,4.58,4.6,4.64,4.69,4.74,4.85,4.52,0,1,1,1.0,1.0,1.0,1,1,0,1,0,0,0,0,1,1,0,0,0.041800809858315205,1,6,1,1,0.2625866502117434,2,297,846,157,7184,255,116535.0,False,False,True,False,False,False,True,False,False,False,457.0,6.126869184114185
1277860842634805302,40.61566,-73.97584,Borough Park,Brooklyn,2,1.0,1.0,1.0,2,53,2,336,26,26,2.36,5.0,5.0,4.96,4.96,5.0,4.77,5.0,1,1,0,1.0,0.68,1.0,1,1,1,1,0,1,0,1,1,1,0,0,0.1502529519038089,1,1,0,0,7.35179096998548,0,33,118,7,86,255,24735.0,False,True,False,False,False,False,False,False,True,False,97.0,4.584967478670572
1282241919059204971,40.835093,-73.911616,Claremont Village,Bronx,4,0.0,1.0,1.0,3,19,2,62,58,58,5.76,4.76,4.79,4.83,4.79,4.84,4.53,4.76,1,0,0,0.96,0.94,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0.49191809409673676,1,2,0,0,9.95288330425584,0,72,473,30,1067,255,34680.0,True,False,False,False,False,True,False,False,False,False,136.0,4.919980925828125
1282794995978969622,40.74671,-73.99165,Chelsea,Manhattan,4,1.0,2.0,1.0,2,24,1,147,18,18,2.48,4.17,4.22,4.28,4.5,4.44,4.61,4.0,0,1,1,1.0,1.0,1.0,1,1,0,1,1,1,0,0,1,1,0,1,0.15500277956383818,1,11,1,0,0.41705011413857274,1,262,933,139,2834,230,79810.0,False,False,True,False,False,False,True,False,False,False,347.0,5.8522024797744745
1279659842295891774,40.75784527766498,-73.98376106934643,Theater District,Manhattan,2,1.0,1.0,1.0,2,24,1,165,0,0,2.4050000000000002,4.83,4.85,4.83,4.91,4.91,4.8,4.73,0,1,1,1.0,0.96,1.0,1,1,0,1,1,1,0,0,1,1,0,1,0.22411919264318056,1,13,1,1,0.7605751489732804,2,200,864,110,2457,0,0.0,False,False,True,False,False,False,True,False,False,False,327.0,5.793013608384144
1279662145155502966,40.761,-73.99325,Hell's Kitchen,Manhattan,4,1.0,2.0,1.0,2,24,1,145,1,1,0.68,1.0,5.0,5.0,1.0,1.0,5.0,5.0,0,1,1,1.0,0.96,1.0,1,1,0,1,1,1,0,0,1,1,0,1,0.5061462301319407,0,0,1,1,1.1870476606774363,1,159,676,85,1132,13,5681.0,False,False,True,False,False,False,True,False,False,False,437.0,6.082218910376446
1289377257599144405,40.78013113479738,-73.95222183732066,Upper East Side,Manhattan,8,3.0,3.0,1.0,3,38,1,219,24,24,2.83,4.63,4.71,4.5,4.88,4.63,4.96,4.42,0,1,0,1.0,0.49,1.0,1,1,1,1,0,0,0,1,1,0,0,0,0.25176812951850436,1,4,0,1,3.396553155741293,0,150,523,51,484,255,130815.0,False,False,True,False,False,True,False,False,False,False,513.0,6.2422232654551655
1284343037656878070,40.73707,-73.79667,Flushing,Queens,4,2.0,2.0,1.0,3,32,1,140,27,27,2.89,4.89,4.85,4.78,5.0,4.93,4.74,4.74,1,1,1,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,0,0,0,2.923839450271178,0,0,0,1,2.7676869499278096,0,32,57,6,28,255,42585.0,False,False,False,True,False,True,False,False,False,False,167.0,5.123963979403259
1284388451174158810,40.76015,-73.88266,East Elmhurst,Queens,2,1.0,2.0,1.0,2,23,2,54,50,50,4.44,4.98,4.96,4.96,5.0,4.96,4.8,4.86,1,1,1,1.0,0.99,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1.391679772927722,0,0,0,0,2.3397644675794202,0,20,138,7,117,255,30090.0,False,False,False,True,False,False,False,False,True,False,118.0,4.77912349311153
1289945114068321574,40.6451707,-73.9542821,Flatbush,Brooklyn,2,1.0,1.0,1.0,2,58,1,154,77,77,7.7,4.99,4.97,4.99,4.97,5.0,4.91,4.94,1,1,0,1.0,1.0,1.0,1,1,1,1,0,1,0,0,1,0,0,1,0.44918316246704815,1,2,0,0,3.727703375525848,0,44,218,11,1677,255,36465.0,False,True,False,False,False,False,False,False,True,False,143.0,4.969813299576001
1285057395908288186,40.718278265721295,-73.99369818584765,Lower East Side,Manhattan,7,2.0,2.0,2.0,3,47,4,336,18,18,1.73,4.78,4.72,4.67,4.94,4.94,4.89,4.56,1,1,1,1.0,1.0,1.0,1,1,1,1,0,0,1,1,1,1,0,0,0.004786435869515766,1,5,1,0,3.5641856383994717,0,213,840,82,1845,230,205620.0,False,False,True,False,False,True,False,False,False,False,894.0,6.796823718274855
1285131670173788352,40.63591651858455,-74.03176775196137,Bay Ridge,Brooklyn,4,2.0,4.0,1.0,2,19,2,355,4,4,0.35,5.0,5.0,5.0,5.0,5.0,4.75,4.5,0,1,0,0.9,0.4,3.0,1,1,1,1,0,1,0,1,1,0,0,0,0.7158601655729097,0,0,0,0,7.102889466916327,0,30,91,9,97,51,23715.0,False,True,False,False,False,False,False,False,True,False,465.0,6.144185634125646
1290526529867690092,40.7498612,-73.9971794,Chelsea,Manhattan,1,1.0,1.0,1.0,3,15,1,69,40,40,3.54,4.6,4.78,4.6,4.75,4.7,4.75,4.45,0,1,1,1.0,1.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0.41784599369060726,1,4,1,1,0.35915946610277166,1,199,808,95,4331,255,28305.0,False,False,True,False,False,True,False,False,False,False,111.0,4.718498871295094
1285887172744396690,40.77195923058185,-73.9275002854832,Astoria,Queens,2,1.0,1.0,1.0,3,11,2,296,12,12,6.92,4.92,4.83,5.0,4.83,5.0,4.75,4.83,0,1,0,1.0,0.93,2.0,1,1,1,1,0,1,0,1,0,0,0,0,0.767406820637514,0,0,0,0,3.5642200789897363,0,58,185,13,116,154,42350.0,False,False,False,True,False,True,False,False,False,False,275.0,5.62040086571715
1286532155164209258,40.66151,-73.89033,East New York,Brooklyn,2,1.0,1.0,1.0,2,20,1,346,21,21,2.04,4.57,4.71,4.52,4.71,4.76,4.43,4.52,1,1,0,1.0,0.99,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0.44504021812966427,1,1,0,0,1.9643901198386025,0,63,230,13,432,255,16065.0,False,True,False,False,False,False,False,False,True,False,63.0,4.1588830833596715
1287085243477928046,40.71803246056708,-73.99938173746905,Little Italy,Manhattan,4,2.0,2.0,1.0,3,33,3,303,27,27,2.69,4.74,4.7,4.81,4.7,4.7,4.78,4.52,0,1,0,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,0,0,0,0.04351044926998942,1,9,1,0,3.63150750104753,0,231,845,98,3492,255,87975.0,False,False,True,False,False,True,False,False,False,False,345.0,5.846438775057725
1290712572437787645,40.74204,-73.86668,Corona,Queens,2,1.0,1.0,1.0,2,33,2,91,22,22,3.4,4.73,4.77,4.86,4.91,4.95,4.59,4.59,0,1,1,1.0,0.99,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0.8256429142583596,0,0,0,1,2.2652236081828083,0,31,174,2,1381,255,26775.0,False,False,False,True,False,False,False,False,True,False,105.0,4.663439094112067
1290768376240023755,40.66341,-73.81494,South Ozone Park,Queens,8,3.0,4.0,2.0,2,40,3,323,28,28,2.67,4.89,4.93,4.86,4.89,4.93,4.75,4.75,1,1,1,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,0,0,1,1.3361247885179,0,0,0,1,4.063592012487298,0,17,32,1,19,255,93585.0,False,False,False,True,False,False,False,False,True,False,367.0,5.908082938168931
1287114426742259858,40.65431,-73.82865,Howard Beach,Queens,6,3.0,4.0,2.0,3,21,1,250,45,45,4.1,4.89,4.93,4.93,4.96,4.96,4.78,4.69,1,1,0,1.0,0.98,2.0,1,1,1,1,0,1,0,0,1,0,0,0,0.6996296268600011,0,0,0,1,5.318921181494522,0,3,13,1,24,255,82875.0,False,False,False,True,False,True,False,False,False,False,325.0,5.786897381366708
1287801525313977680,40.715196,-73.9590906,Williamsburg,Brooklyn,2,1.0,2.0,1.0,2,22,1,107,23,23,2.1,5.0,5.0,4.96,5.0,4.96,5.0,4.87,1,1,1,1.0,1.0,1.0,1,1,0,1,0,1,0,0,1,1,0,0,0.29984299050058016,1,1,0,1,2.920289767683629,0,88,283,24,215,255,91800.0,False,True,False,False,False,False,True,False,False,False,360.0,5.8888779583328805
1287828599090091641,40.70457,-73.93594,Williamsburg,Brooklyn,2,1.0,1.0,1.0,2,48,1,120,51,51,4.95,4.86,4.9,4.86,4.94,4.96,4.84,4.82,1,1,0,1.0,0.96,1.0,1,1,1,1,0,1,0,0,1,0,0,1,0.293893010572909,1,1,0,0,3.09223501107084,0,65,303,22,481,255,34425.0,False,True,False,False,False,False,False,False,True,False,135.0,4.912654885736052
1291680070107054691,40.82288657285263,-73.95425095638129,Harlem,Manhattan,2,1.0,1.0,1.0,2,44,2,326,21,21,2.26,4.48,4.81,4.81,4.9,4.86,4.38,4.43,0,1,0,0.93,0.91,3.0,1,1,1,1,0,0,0,1,1,1,0,0,0.10901613408430161,1,1,0,0,7.739277206278759,0,85,261,24,506,255,32385.0,False,False,True,False,False,False,False,False,True,False,127.0,4.852030263919617
1292806829994884564,40.67643340000001,-73.9453754,Crown Heights,Brooklyn,2,1.0,2.0,1.0,2,47,1,267,37,37,3.37,4.97,4.97,5.0,5.0,5.0,4.81,4.92,1,1,1,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,0,0,0,0.5436086318743305,0,0,0,0,0.3280100700854082,1,92,340,27,451,255,39270.0,False,True,False,False,False,False,False,False,True,False,154.0,5.043425116919247
1293536330974359411,40.83365068691215,-73.90872378152035,Concourse Village,Bronx,2,1.0,2.0,1.0,3,37,2,324,25,25,3.25,4.96,4.92,4.96,4.96,5.0,4.52,4.88,1,1,0,1.0,0.94,1.0,1,1,1,1,0,1,0,1,1,0,0,0,0.7417585276340802,0,0,0,0,9.777926337653518,0,118,436,38,856,255,34425.0,True,False,False,False,False,True,False,False,False,False,135.0,4.912654885736052
1292859461638994844,40.65861,-73.94573,Prospect-Lefferts Gardens,Brooklyn,4,2.0,2.0,1.0,3,49,3,347,21,21,1.87,4.86,4.9,4.9,4.95,4.9,4.86,4.86,0,1,0,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,0,0,1,0.4354065500732301,1,2,0,0,2.209506345264961,0,82,264,32,230,255,64515.0,False,True,False,False,False,True,False,False,False,False,253.0,5.537334267018537
1292887062326268292,40.6768347,-73.8013524,Jamaica,Queens,2,2.0,2.0,1.0,2,29,1,88,73,73,6.64,4.96,4.93,4.84,4.96,5.0,4.71,4.82,1,0,0,1.0,0.97,1.0,1,1,1,1,0,1,0,0,1,0,0,0,2.297117896461489,0,0,0,1,2.6029557319878798,0,19,75,7,99,255,34170.0,False,False,False,True,False,False,False,False,True,False,134.0,4.90527477843843
1293603263406451329,40.80887745810176,-73.94118660529807,Harlem,Manhattan,10,5.0,5.0,2.5,3,43,4,329,25,25,2.46,4.96,4.96,4.88,4.96,4.96,4.44,4.76,1,1,0,1.0,0.97,1.0,1,1,1,1,0,0,0,1,1,0,0,1,0.38352484680194954,1,2,0,0,6.63322938454952,0,194,727,96,1471,255,224145.0,False,False,True,False,False,True,False,False,False,False,879.0,6.779921907472252
7097,40.69194,-73.97389,Fort Greene,Brooklyn,2,1.0,2.0,1.0,2,50,2,0,423,33,2.2,4.89,4.91,4.89,4.97,4.93,4.95,4.82,1,1,1,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,0,0,0,0.5504983496235221,0,0,0,0,0.8731540044318337,1,74,410,28,293,255,55080.0,False,True,False,False,False,False,False,False,True,False,216.0,5.37989735354046
1294387352531114501,40.7806869,-73.9810357,Upper West Side,Manhattan,4,1.0,1.0,1.0,3,29,1,183,12,3,0.29,4.75,4.58,4.75,4.83,4.92,5.0,4.33,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,38,23256.0,False,False,True,False,False,True,False,False,False,False,612.0,6.418364935936212
1294388669495954876,40.7806869,-73.9810357,Upper West Side,Manhattan,4,1.0,0.0,1.0,3,29,1,183,1,1,0.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,13,7956.0,False,False,True,False,False,True,False,False,False,False,612.0,6.418364935936212
1294389252493707420,40.7806869,-73.9810357,Upper West Side,Manhattan,4,1.0,0.0,1.0,3,29,1,183,4,4,0.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,51,31212.0,False,False,True,False,False,True,False,False,False,False,612.0,6.418364935936212
1294390363264990691,40.7806869,-73.9810357,Upper West Side,Manhattan,2,1.0,0.0,1.0,3,29,1,175,3,2,0.13,4.33,4.67,4.67,5.0,5.0,5.0,4.0,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,26,13598.0,False,False,True,False,False,True,False,False,False,False,523.0,6.261491684321042
1294401352932112105,40.7806869,-73.9810357,Upper West Side,Manhattan,2,1.0,0.0,1.0,3,29,1,175,3,0,0.06,4.67,5.0,4.67,5.0,5.0,5.0,4.33,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,0,0.0,False,False,True,False,False,True,False,False,False,False,523.0,6.261491684321042
1294401898458773751,40.7806869,-73.9810357,Upper West Side,Manhattan,2,1.0,0.0,1.0,3,29,1,175,25,10,0.56,4.88,4.92,4.8,4.96,4.96,4.92,4.72,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,128,66944.0,False,False,True,False,False,True,False,False,False,False,523.0,6.261491684321042
1294403149481742101,40.7806869,-73.9810357,Upper West Side,Manhattan,1,1.0,0.0,1.0,3,29,1,204,3,2,0.13,4.67,4.33,4.67,4.67,4.33,5.0,3.67,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,26,12610.0,False,False,True,False,False,True,False,False,False,False,485.0,6.186208623900494
1294404569677291746,40.7806869,-73.9810357,Upper West Side,Manhattan,1,1.0,0.0,1.0,3,29,1,204,9,4,0.31,4.78,4.89,5.0,5.0,4.89,4.89,4.56,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,51,24735.0,False,False,True,False,False,True,False,False,False,False,485.0,6.186208623900494
1294405057305124160,40.7806869,-73.9810357,Upper West Side,Manhattan,1,1.0,0.0,1.0,3,29,1,204,3,3,0.66,4.67,4.67,5.0,5.0,4.33,5.0,4.33,0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.2605578425264586,1,3,0,1,2.8768509098700017,0,113,356,51,298,38,18430.0,False,False,True,False,False,True,False,False,False,False,485.0,6.186208623900494
1295019599160645328,40.76789397813753,-73.92577200415842,Astoria,Queens,2,1.0,1.0,1.0,2,34,1,332,37,37,3.28,4.59,4.46,4.54,4.95,4.86,4.81,4.59,0,1,1,1.0,1.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0.3822042884488288,1,2,0,0,3.114680928838626,0,79,197,8,127,255,25755.0,False,False,False,True,False,False,False,False,True,False,101.0,4.624972813284271
12937,40.74757,-73.94571,Long Island City,Queens,3,1.0,2.0,1.0,2,36,2,211,459,35,2.45,4.92,4.92,4.86,4.9,4.92,4.91,4.85,0,0,1,1.0,1.0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0.03922592538764737,1,4,0,2,0.5932008912457243,2,64,273,22,139,255,57630.0,False,False,False,True,False,False,False,False,True,False,226.0,5.424950017481403
16580,40.72372723229208,-73.97625850509617,East Village,Manhattan,1,1.0,1.0,1.0,2,39,2,228,664,62,4.47,4.82,4.85,4.79,4.81,4.8,4.75,4.72,1,1,0,0.97,1.0,1.0,1,1,1,1,1,1,0,1,1,1,0,0,0.9221104704262616,0,0,1,1,2.59759113396557,0,129,389,56,419,255,47430.0,False,False,True,False,False,False,False,False,True,False,186.0,5.231108616854587
16821,40.72281,-73.98501,East Village,Manhattan,1,1.0,1.0,1.0,2,43,1,16,287,57,1.78,4.74,4.81,4.51,4.74,4.86,4.91,4.64,1,1,0,1.0,0.97,2.0,1,1,1,0,0,1,0,0,1,0,0,0,0.4204744452217427,1,1,1,0,3.1322016170319977,0,193,812,92,1354,255,49215.0,False,False,True,False,False,False,False,False,True,False,193.0,5.267858159063328
1295054021439479562,40.80795714835974,-73.94182707963716,Harlem,Manhattan,8,4.0,4.0,2.0,3,30,2,318,39,39,3.49,4.72,4.72,4.74,4.9,4.82,4.59,4.62,1,1,1,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,0,0,1,0.3095323758520437,1,2,0,0,6.517637078724853,0,211,747,114,1478,255,128775.0,False,False,True,False,False,True,False,False,False,False,505.0,6.226536669287466
1295058207773420592,40.76408715122744,-73.92405063286866,Astoria,Queens,7,2.0,3.0,1.0,3,45,4,255,52,52,4.63,4.87,4.8,4.86,4.9,4.84,4.76,4.65,1,1,1,0.87,1.0,1.0,1,1,1,1,0,0,0,1,1,1,0,1,0.28038825142941487,1,2,0,0,2.6958749531155304,0,55,220,7,149,255,83640.0,False,False,False,True,False,True,False,False,False,False,328.0,5.796057750765372
1295194110768365332,40.88474784775179,-73.85741081589579,Wakefield,Bronx,2,1.0,1.0,1.0,2,50,1,319,64,64,8.03,4.95,4.92,4.95,4.94,4.97,4.77,4.92,1,1,0,1.0,1.0,1.0,1,1,1,0,0,1,0,0,1,0,0,0,0.43957010198825774,1,2,0,0,14.038619201206815,0,23,104,5,351,255,24990.0,True,False,False,False,False,False,False,False,True,False,98.0,4.59511985013459
25696,40.8102731,-73.9431546,Harlem,Manhattan,2,1.0,1.0,1.0,2,41,2,312,187,1,1.02,4.76,4.85,4.68,4.92,4.88,4.66,4.73,0,1,0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0.3424340026168954,1,2,0,0,6.704384680696182,0,250,686,131,1584,13,1274.0,False,False,True,False,False,False,False,False,True,False,98.0,4.59511985013459
29628,40.68292,-73.96381,Clinton Hill,Brooklyn,2,1.0,1.0,1.0,2,54,3,284,494,51,2.63,4.95,4.95,4.93,4.99,4.98,4.88,4.92,1,1,1,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,1,0,0,0.17520680484737122,1,1,0,0,1.127783052732303,2,98,380,36,161,255,36465.0,False,True,False,False,False,False,False,False,True,False,143.0,4.969813299576001
31994,40.68818,-73.96383,Clinton Hill,Brooklyn,2,1.0,1.0,1.0,2,32,2,273,627,36,3.36,4.55,4.69,4.48,4.77,4.77,4.76,4.6,0,1,1,1.0,1.0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0.25390766667277814,1,1,0,0,1.1875069136910819,1,62,382,19,749,255,33150.0,False,True,False,False,False,False,False,False,True,False,130.0,4.875197323201151
38663,40.68442,-73.98068,Boerum Hill,Brooklyn,2,5.0,5.0,2.5,2,68,3,365,43,0,0.27,4.7,4.83,4.52,4.88,4.88,4.86,4.62,0,1,0,1.0,0.0,3.0,1,1,1,1,0,1,0,1,1,0,0,0,0.1785841747939861,1,9,0,1,0.30777201711805824,1,127,523,50,1221,0,0.0,False,True,False,False,False,False,False,False,True,False,766.0,6.642486801367256
38833,40.8180576,-73.9466707,Harlem,Manhattan,2,1.0,1.0,1.0,2,47,2,202,273,44,1.48,4.84,4.87,4.51,4.96,4.96,4.78,4.8,1,1,0,0.9,0.98,1.0,1,1,1,0,0,1,0,1,1,0,0,0,0.08431107392179006,1,2,0,0,7.401594653457947,0,119,607,49,1434,255,33660.0,False,False,True,False,False,False,False,False,True,False,132.0,4.890349128221754
39282,40.71065139770508,-73.95087432861328,Williamsburg,Brooklyn,2,1.0,1.0,1.0,2,29,4,54,285,15,1.53,4.83,4.84,4.61,4.94,4.88,4.85,4.77,1,1,0,1.0,0.98,1.0,1,1,1,0,0,1,0,1,1,0,0,0,0.24239492731739976,1,4,0,1,3.441763185304517,0,53,338,19,1324,192,31680.0,False,True,False,False,False,False,False,False,True,False,165.0,5.111987788356544
