listing_id,mean_sentiment,median_sentiment,num_reviews,positive_ratio,negative_ratio,neutral_ratio,segment
1176170832470740249,0.3730350877192983,0.24780701754385964,25,0.88,0.0,0.12,moderate
1176179381586469189,0.43801775308025304,0.40949383949383955,20,1.0,0.0,0.0,satisfactory
1176243945930185898,0.31492048170619596,0.3595238095238095,37,1.0,0.0,0.0,satisfactory
1176740268467522249,0.2273441697191697,0.19780250305250305,8,1.0,0.0,0.0,satisfactory
1176741119044320976,0.6000000000000001,0.6000000000000001,3,1.0,0.0,0.0,satisfactory
1176742148306400947,0.35515741677506385,0.41174242424242424,37,1.0,0.0,0.0,satisfactory
1176754800801853827,0.4600247656713711,0.4444444444444445,607,0.9670510708401977,0.006589785831960461,0.026359143327841845,satisfactory
1176754942449540329,0.6093333333333333,0.5426666666666666,16,1.0,0.0,0.0,satisfactory
1176757546948053973,0.4365237434354489,0.4095833333333333,287,0.9581881533101045,0.013937282229965157,0.027874564459930314,satisfactory
1176757652865351125,0.2553333333333333,0.2553333333333333,4,1.0,0.0,0.0,satisfactory
1176759865231956032,0.49122679794662555,0.5111111111111112,116,0.9310344827586207,0.0,0.06896551724137931,satisfactory
1176759873820689193,0.48324815981331626,0.4583333333333333,242,0.9752066115702479,0.024793388429752067,0.0,satisfactory
1176767328774849157,0.19001984126984128,0.19001984126984128,2,1.0,0.0,0.0,satisfactory
1176791392931671935,0.4405858200263194,0.41,401,1.0,0.0,0.0,satisfactory
1176845338133841711,0.3355560138101362,0.36254901960784314,53,1.0,0.0,0.0,satisfactory
1176890826130811003,0.7,0.7,7,1.0,0.0,0.0,satisfactory
1176898163498109788,0.3887699829931973,0.4,70,1.0,0.0,0.0,satisfactory
1176918102119796554,0.4230769230769231,0.4230769230769231,5,1.0,0.0,0.0,satisfactory
1176922294793822825,0.225,0.2,12,1.0,0.0,0.0,satisfactory
1176923380417917170,-0.05702479338842976,-0.05702479338842976,7,0.0,1.0,0.0,dissatisfactory
1176936179607448594,0.36488095238095236,0.3648809523809524,22,1.0,0.0,0.0,satisfactory
1176949977746491520,0.3614944234785879,0.3,212,0.9716981132075472,0.02830188679245283,0.0,satisfactory
1177327595254297656,0.35535080705016264,0.38533333333333336,445,0.9303370786516854,0.020224719101123594,0.04943820224719101,satisfactory
1177345913286082983,0.3854334265453908,0.4,459,0.9738562091503268,0.0,0.026143790849673203,satisfactory
1177359119693006427,0.3495752335775732,0.3416666666666667,374,0.8609625668449198,0.053475935828877004,0.0855614973262032,moderate
1177419977162681836,0.41761742139673913,0.41000000000000003,635,0.9637795275590552,0.01732283464566929,0.01889763779527559,satisfactory
1177429576159372498,0.42765136668755677,0.4000000000000001,671,0.9761549925484352,0.019374068554396422,0.004470938897168405,satisfactory
1177433226728660401,0.34764330767489016,0.37083333333333335,376,0.8085106382978723,0.09840425531914894,0.09308510638297872,moderate
1177449988217037376,0.39687896224146224,0.39416666666666667,528,0.8768939393939394,0.05113636363636364,0.07196969696969698,moderate
1177450613427045889,0.412476003160219,0.3801851851851852,53,1.0,0.0,0.0,satisfactory
1177452325259429952,0.28392700265698617,0.28888888888888886,128,0.859375,0.140625,0.0,moderate
1177453509132101787,0.3907320209420136,0.35555555555555557,467,0.9057815845824411,0.03640256959314775,0.057815845824411134,satisfactory
1177454816617609897,0.3299407986530956,0.31666666666666665,431,0.8955916473317865,0.05104408352668213,0.05336426914153132,moderate
1177461605461458079,0.36428076383420016,0.3666666666666667,596,0.8926174496644296,0.07046979865771812,0.03691275167785235,moderate
1177473168936527770,0.39270913335384366,0.36,716,0.9455307262569832,0.013966480446927373,0.040502793296089384,satisfactory
1177476704781804039,0.35821567199856674,0.33888888888888896,475,0.9663157894736842,0.03368421052631579,0.0,satisfactory
1177478027022642683,0.34857525796830424,0.3378571428571428,661,0.9273827534039334,0.03328290468986384,0.039334341906202726,satisfactory
1177479778077102447,0.40369759319701004,0.4,808,0.9455445544554455,0.03094059405940594,0.023514851485148515,satisfactory
1177481454077077957,0.4196535111451813,0.42666666666666675,509,0.9783889980353635,0.021611001964636542,0.0,satisfactory
1177486926345069371,0.3807830710793834,0.36944444444444446,816,0.9068627450980392,0.05514705882352941,0.03799019607843137,satisfactory
1177494948724690298,0.42507834757834756,0.45851851851851855,26,1.0,0.0,0.0,satisfactory
1177495468022051968,0.37213955749477906,0.37777777777777777,474,0.8924050632911392,0.08438818565400844,0.023206751054852322,moderate
1177500655441331249,0.41058028640683825,0.41250000000000003,704,0.9332386363636364,0.019886363636363636,0.046875,satisfactory
1177502740401038558,0.36316899290059185,0.3352272727272727,487,0.9609856262833676,0.030800821355236138,0.008213552361396304,satisfactory
1177504045631878580,0.39401037346777856,0.3484848484848485,744,0.9690860215053764,0.010752688172043012,0.020161290322580645,satisfactory
1177505327183162711,0.3675830369042813,0.27777777777777773,574,0.9024390243902439,0.04355400696864112,0.05400696864111498,satisfactory
1177516630169566287,0.41194021097617806,0.3837301587301587,746,0.9249329758713136,0.045576407506702415,0.029490616621983913,satisfactory
1177520082587526383,0.37186745001397775,0.3666666666666667,780,0.9371794871794872,0.047435897435897434,0.015384615384615385,satisfactory
1177545792823749179,0.4546195652173913,0.5125,23,1.0,0.0,0.0,satisfactory
1177545900726840573,0.5627777777777777,0.62,44,1.0,0.0,0.0,satisfactory
1177546147205287242,0.455139652014652,0.3375,28,1.0,0.0,0.0,satisfactory
1177572288411761056,0.5816666666666667,0.5816666666666667,5,1.0,0.0,0.0,satisfactory
1177606089286884104,0.5190476190476191,0.5111111111111112,7,1.0,0.0,0.0,satisfactory
1177676646194169912,0.45864178893817725,0.4413333333333334,49,0.9795918367346939,0.02040816326530612,0.0,satisfactory
1177889307568532709,0.40990214149367693,0.37777777777777777,127,1.0,0.0,0.0,satisfactory
1178171946295620150,0.38328337585034017,0.44666666666666666,48,0.7708333333333334,0.22916666666666666,0.0,moderate
1178246090045344884,0.42777777777777776,0.42777777777777776,3,1.0,0.0,0.0,satisfactory
1178253752425538458,0.4606051587301587,0.3888888888888889,54,1.0,0.0,0.0,satisfactory
1178254959604207601,0.3293939393939394,0.31,11,1.0,0.0,0.0,satisfactory
1178421569168776033,0.4187466067493786,0.38928571428571435,451,1.0,0.0,0.0,satisfactory
1178425983423625001,0.5881861152882205,0.5678571428571428,50,1.0,0.0,0.0,satisfactory
1178901341144672363,0.4423294317014555,0.4583333333333333,294,0.9625850340136054,0.03741496598639456,0.0,satisfactory
1178925366985309887,0.346986013512233,0.31272727272727274,205,0.8634146341463415,0.13658536585365855,0.0,moderate
1178927151122557053,0.18794871794871795,0.18794871794871795,9,1.0,0.0,0.0,satisfactory
1178933042306831335,0.4,0.4,11,1.0,0.0,0.0,satisfactory
1178940573030278287,0.19261904761904763,0.19261904761904763,11,1.0,0.0,0.0,satisfactory
1178989990878285035,0.385418823669137,0.41037999037999034,42,1.0,0.0,0.0,satisfactory
1178991539254741388,0.4627839506172839,0.5319444444444444,15,1.0,0.0,0.0,satisfactory
1179118942440580801,0.3758741258741259,0.3758741258741259,11,1.0,0.0,0.0,satisfactory
1179574566320269059,0.37482821505845565,0.355952380952381,291,0.9690721649484536,0.0,0.030927835051546393,satisfactory
1179739442698641990,0.4070536870118523,0.37222222222222223,825,0.9321212121212121,0.008484848484848486,0.059393939393939395,satisfactory
1179802084308327475,0.3657730841374549,0.356931216931217,147,0.8503401360544217,0.0,0.14965986394557823,moderate
1180299545902646491,0.6000000000000001,0.6000000000000001,11,1.0,0.0,0.0,satisfactory
